Item Name,Support
"Half-Finger Gloves, S & Sport-100 Helmet, Black",0.013284601938662006
"Half-Finger Gloves, S & Sport-100 Helmet, Red",0.013284601938662006
"Half-Finger Gloves, S & Sport-100 Helmet, Blue",0.013221039249960273
"Classic Vest, S & AWC Logo Cap",0.013189257905609408
"Women's Tights, L & AWC Logo Cap",0.013157476561258541
"Long-Sleeve Logo Jersey, L & Short-Sleeve Classic Jersey, XL",0.013157476561258541
"ML Mountain Handlebars & Mountain-200 Black, 38",0.013125695216907676
"Long-Sleeve Logo Jersey, L & Women's Tights, L",0.013093913872556808
"Long-Sleeve Logo Jersey, L & Classic Vest, S",0.013062132528205943
Bike Wash - Dissolver & Patch Kit/8 Patches,0.01299856983950421
"Hitch Rack - 4-Bike & Long-Sleeve Logo Jersey, L",0.012966788495153345
"Mountain-200 Black, 38 & Mountain-200 Silver, 38",0.012807881773399015
"Mountain-200 Black, 38 & Mountain-200 Silver, 42",0.012648975051644685
"HL Mountain Frame - Silver, 38 & HL Mountain Frame - Black, 42",0.012617193707293818
"Mountain-200 Silver, 38 & Mountain-200 Black, 42",0.012617193707293818
"Long-Sleeve Logo Jersey, L & Short-Sleeve Classic Jersey, L",0.012553631018592087
Bike Wash - Dissolver & Hitch Rack - 4-Bike,0.01252184967424122
"Mountain-200 Silver, 46 & Mountain-200 Silver, 42",0.01252184967424122
Fender Set - Mountain & Mountain Bottle Cage,0.012458286985539488
"Mountain-200 Silver, 42 & Mountain-200 Black, 42",0.012426505641188622
"Road-550-W Yellow, 38 & Road-550-W Yellow, 48",0.012394724296837757
HL Mountain Tire & Patch Kit/8 Patches,0.01236294295248689
"ML Mountain Handlebars & Mountain-200 Silver, 38",0.01236294295248689
"AWC Logo Cap & Women's Tights, S",0.012331161608136024
"Mountain-200 Black, 38 & Mountain-200 Silver, 46",0.012299380263785157
"Long-Sleeve Logo Jersey, L & Women's Tights, S",0.012299380263785157
"Mountain-200 Silver, 42 & Mountain-200 Silver, 38",0.012235817575083427
Touring Tire Tube & Patch Kit/8 Patches,0.01220403623073256
Bike Wash - Dissolver & AWC Logo Cap,0.012140473542030827
"Mountain-200 Silver, 46 & Mountain-200 Black, 42",0.012140473542030827
"ML Mountain Handlebars & Mountain-200 Black, 42",0.012108692197679962
"Bike Wash - Dissolver & Short-Sleeve Classic Jersey, L",0.012108692197679962
"Bike Wash - Dissolver & Long-Sleeve Logo Jersey, L",0.01204512950897823
"Short-Sleeve Classic Jersey, L & Short-Sleeve Classic Jersey, XL",0.01204512950897823
"Hitch Rack - 4-Bike & Short-Sleeve Classic Jersey, L",0.012013348164627364
"Mountain-200 Silver, 46 & Mountain-200 Silver, 38",0.012013348164627364
"Road-550-W Yellow, 38 & Road-250 Black, 44",0.011981566820276499
"ML Mountain Handlebars & Mountain-200 Silver, 46",0.011981566820276499
"Short-Sleeve Classic Jersey, L & Classic Vest, S",0.011981566820276499
"ML Mountain Handlebars & Mountain-200 Silver, 42",0.011949785475925631
"Road-250 Black, 44 & Road-550-W Yellow, 48",0.011854441442873034
"Classic Vest, M & Water Bottle - 30 oz.",0.011854441442873034
"Half-Finger Gloves, S & Long-Sleeve Logo Jersey, M",0.011822660098522168
"Mountain-200 Black, 46 & Mountain-200 Silver, 38",0.011822660098522168
"Sport-100 Helmet, Black & Short-Sleeve Classic Jersey, L",0.011790878754171301
"Short-Sleeve Classic Jersey, S & Water Bottle - 30 oz.",0.011631972032416971
"Bike Wash - Dissolver & Short-Sleeve Classic Jersey, XL",0.011631972032416971
"LL Road Frame - Black, 52 & ML Road Frame-W - Yellow, 44",0.011631972032416971
"Mountain-200 Black, 38 & Mountain-200 Black, 46",0.011600190688066106
LL Road Tire & Patch Kit/8 Patches,0.011600190688066106
"Bike Wash - Dissolver & Classic Vest, S",0.011568409343715239
"Mountain-200 Black, 46 & Mountain-200 Black, 42",0.011536627999364373
"Half-Finger Gloves, S & Long-Sleeve Logo Jersey, L",0.011536627999364373
"Road-550-W Yellow, 40 & Road-250 Black, 44",0.011536627999364373
"Mountain-200 Silver, 42 & Mountain-200 Black, 46",0.011504846655013508
"ML Mountain Handlebars & Mountain-200 Black, 46",0.011504846655013508
"Sport-100 Helmet, Blue & Short-Sleeve Classic Jersey, L",0.011441283966311775
"Sport-100 Helmet, Black & Short-Sleeve Classic Jersey, XL",0.011409502621960908
"Mountain-200 Silver, 46 & Mountain-200 Black, 46",0.011377721277610043
Hydration Pack - 70 oz. & AWC Logo Cap,0.011345939933259178
"Road-550-W Yellow, 38 & Road-550-W Yellow, 40",0.011345939933259178
"Road-550-W Yellow, 40 & Road-550-W Yellow, 48",0.011345939933259178
"Road-550-W Yellow, 40 & Road-250 Black, 48",0.01131415858890831
"Sport-100 Helmet, Blue & Short-Sleeve Classic Jersey, XL",0.011282377244557445
"Sport-100 Helmet, Black & Classic Vest, S",0.011250595900206578
"Sport-100 Helmet, Black & Bike Wash - Dissolver",0.011218814555855713
"Road-250 Black, 44 & Road-250 Black, 48",0.011218814555855713
"Half-Finger Gloves, S & AWC Logo Cap",0.01115525186715398
"Short-Sleeve Classic Jersey, S & AWC Logo Cap",0.011123470522803115
"Half-Finger Gloves, S & Half-Finger Gloves, M",0.011123470522803115
"Long-Sleeve Logo Jersey, XL & Half-Finger Gloves, S",0.011059907834101382
"Sport-100 Helmet, Blue & Classic Vest, S",0.011059907834101382
"Road-550-W Yellow, 38 & Road-250 Black, 48",0.011028126489750517
"Road-650 Red, 60 & AWC Logo Cap",0.011028126489750517
"Sport-100 Helmet, Black & Hitch Rack - 4-Bike",0.01099634514539965
"Road-650 Black, 52 & AWC Logo Cap",0.01099634514539965
"Long-Sleeve Logo Jersey, L & Road-650 Black, 52",0.01099634514539965
"Road-550-W Yellow, 48 & Road-250 Black, 48",0.01099634514539965
"LL Road Frame - Black, 52 & AWC Logo Cap",0.010964563801048785
"Road-650 Red, 60 & Long-Sleeve Logo Jersey, L",0.010932782456697918
"Bike Wash - Dissolver & Sport-100 Helmet, Blue",0.010932782456697918
"Road-650 Red, 44 & AWC Logo Cap",0.010901001112347052
ML Mountain Tire & Patch Kit/8 Patches,0.010869219767996187
"Hitch Rack - 4-Bike & Sport-100 Helmet, Blue",0.010869219767996187
"Sport-100 Helmet, Blue & Classic Vest, M",0.01083743842364532
"LL Road Frame - Black, 52 & Sport-100 Helmet, Blue",0.010805657079294454
"Sport-100 Helmet, Blue & Women's Tights, S",0.010805657079294454
"Sport-100 Helmet, Black & LL Road Frame - Black, 52",0.010805657079294454
"Sport-100 Helmet, Blue & Women's Tights, L",0.010773875734943587
"Long-Sleeve Logo Jersey, L & Road-650 Red, 44",0.010773875734943587
"Sport-100 Helmet, Red & Short-Sleeve Classic Jersey, L",0.010742094390592722
"Sport-100 Helmet, Red & Short-Sleeve Classic Jersey, XL",0.010742094390592722
"LL Road Frame - Black, 52 & Long-Sleeve Logo Jersey, L",0.010742094390592722
"Sport-100 Helmet, Black & Classic Vest, M",0.010742094390592722
"Short-Sleeve Classic Jersey, L & Classic Vest, M",0.01067853170189099
"Sport-100 Helmet, Red & LL Road Frame - Black, 52",0.010646750357540124
"Sport-100 Helmet, Blue & Hydration Pack - 70 oz.",0.010646750357540124
"Short-Sleeve Classic Jersey, L & Hydration Pack - 70 oz.",0.010614969013189257
"Sport-100 Helmet, Black & Hydration Pack - 70 oz.",0.010551406324487526
"Long-Sleeve Logo Jersey, L & Hydration Pack - 70 oz.",0.010551406324487526
"ML Mountain Handlebars & HL Mountain Frame - Silver, 38",0.01051962498013666
"Sport-100 Helmet, Red & Hydration Pack - 70 oz.",0.01051962498013666
"Classic Vest, M & Short-Sleeve Classic Jersey, XL",0.010487843635785794
"Bike Wash - Dissolver & Classic Vest, M",0.010487843635785794
"Long-Sleeve Logo Jersey, L & Classic Vest, M",0.010487843635785794
"Hydration Pack - 70 oz. & Short-Sleeve Classic Jersey, XL",0.010456062291434927
"Classic Vest, S & Classic Vest, M",0.010456062291434927
"HL Mountain Frame - Silver, 38 & Mountain-200 Silver, 38",0.010456062291434927
"Classic Vest, M & AWC Logo Cap",0.010424280947084062
"Men's Bib-Shorts, M & Sport-100 Helmet, Blue",0.010424280947084062
"Classic Vest, M & Hydration Pack - 70 oz.",0.010392499602733196
Fender Set - Mountain & Water Bottle - 30 oz.,0.010392499602733196
"Sport-100 Helmet, Red & Classic Vest, S",0.010360718258382329
"Road-650 Black, 60 & Road-650 Red, 52",0.010360718258382329
"Hitch Rack - 4-Bike & Classic Vest, M",0.010360718258382329
"Classic Vest, S & Hydration Pack - 70 oz.",0.010360718258382329
"Road-650 Red, 60 & LL Road Frame - Black, 52",0.010328936914031464
"Sport-100 Helmet, Red & Classic Vest, M",0.010328936914031464
"Half-Finger Gloves, S & Water Bottle - 30 oz.",0.010297155569680597
"Half-Finger Gloves, M & Short-Sleeve Classic Jersey, XL",0.010297155569680597
"HL Mountain Frame - Silver, 38 & Mountain-200 Black, 38",0.010297155569680597
"ML Mountain Handlebars & HL Mountain Frame - Black, 42",0.010297155569680597
"Road-650 Black, 58 & AWC Logo Cap",0.010233592880978866
"Road-650 Red, 52 & Road-650 Black, 58",0.010233592880978866
Hitch Rack - 4-Bike & Hydration Pack - 70 oz.,0.010201811536627999
"LL Road Frame - Black, 52 & Road-650 Red, 44",0.010170030192277133
"Sport-100 Helmet, Red & Bike Wash - Dissolver",0.010170030192277133
"HL Mountain Frame - Silver, 38 & Mountain-200 Black, 42",0.010138248847926268
"HL Mountain Frame - Silver, 38 & Mountain-200 Black, 46",0.010138248847926268
"Road-650 Black, 60 & Road-650 Black, 52",0.010138248847926268
"Road-650 Black, 60 & Road-650 Black, 58",0.010138248847926268
"Road-650 Black, 60 & Road-650 Red, 44",0.010106467503575401
"Short-Sleeve Classic Jersey, L & Half-Finger Gloves, M",0.010106467503575401
"Road-650 Red, 60 & Road-650 Red, 52",0.010106467503575401
"Half-Finger Gloves, M & Hydration Pack - 70 oz.",0.010106467503575401
"Long-Sleeve Logo Jersey, M & Water Bottle - 30 oz.",0.010106467503575401
"Road-650 Black, 44 & Road-650 Red, 52",0.010074686159224536
"Road-650 Black, 60 & Road-650 Red, 60",0.010074686159224536
"Road-650 Black, 60 & Road-650 Black, 44",0.010074686159224536
"HL Mountain Frame - Silver, 38 & Mountain-200 Silver, 42",0.010074686159224536
"Sport-100 Helmet, Black & Women's Tights, L",0.010074686159224536
"Road-650 Red, 48 & AWC Logo Cap",0.010074686159224536
"Sport-100 Helmet, Red & Hitch Rack - 4-Bike",0.010074686159224536
"Men's Bib-Shorts, M & AWC Logo Cap",0.010074686159224536
"Half-Finger Gloves, M & Classic Vest, M",0.010042904814873669
"Men's Bib-Shorts, M & Long-Sleeve Logo Jersey, L",0.010042904814873669
"LL Road Frame - Black, 52 & Road-650 Black, 58",0.010042904814873669
"HL Mountain Frame - Black, 42 & Mountain-200 Silver, 38",0.010042904814873669
"Long-Sleeve Logo Jersey, L & Road-650 Red, 48",0.010011123470522803
"Road-650 Red, 48 & Road-650 Red, 52",0.010011123470522803
"Sport-100 Helmet, Black & Women's Tights, S",0.010011123470522803
"LL Road Frame - Black, 52 & Road-650 Black, 52",0.010011123470522803
